# Gene Family	demo_Abundance-RPKs
UniRef90_C3RCK4: NO_NAME	7.6190476190
UniRef90_C3RCK4: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.6190476190
UniRef90_I9EFG1: NO_NAME	7.6190476190
UniRef90_I9EFG1: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.6190476190
UniRef90_I8XXP3: NO_NAME	7.6103500761
UniRef90_I8XXP3: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.6103500761
UniRef90_Q64RB2: ABC transporter ATP-binding protein	7.6045627376
UniRef90_Q64RB2: ABC transporter ATP-binding protein|g__Bacteroides.s__Bacteroides_vulgatus	5.0697084918
UniRef90_Q64RB2: ABC transporter ATP-binding protein|g__Bacteroides.s__Bacteroides_dorei	2.5348542459
UniRef90_R7P2Z3: NO_NAME	7.5949610170
UniRef90_R7P2Z3: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	5.0697084918
UniRef90_R7P2Z3: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	2.5252525253
UniRef90_R6MNH0: Cell shape determining protein MreB/Mrl family	7.5757575758
UniRef90_R6MNH0: Cell shape determining protein MreB/Mrl family|g__Bacteroides.s__Bacteroides_dorei	4.3290043290
UniRef90_R6MNH0: Cell shape determining protein MreB/Mrl family|g__Bacteroides.s__Bacteroides_vulgatus	3.2467532468
UniRef90_R7NYR4: NO_NAME	7.5757575758
UniRef90_R7NYR4: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	5.0505050505
UniRef90_R7NYR4: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	2.5252525253
UniRef90_A6L9Y2: NO_NAME	7.5757575758
UniRef90_A6L9Y2: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.5757575758
UniRef90_B6VVK5: NO_NAME	7.5757575758
UniRef90_B6VVK5: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.5757575758
UniRef90_D4VBR9: Conserved domain protein	7.5757575758
UniRef90_D4VBR9: Conserved domain protein|g__Bacteroides.s__Bacteroides_vulgatus	7.5757575758
UniRef90_E4W393: NO_NAME	7.5757575758
UniRef90_E4W393: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.5757575758
UniRef90_I9F7Q5: NO_NAME	7.5757575758
UniRef90_I9F7Q5: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.5757575758
UniRef90_I9FX09: NO_NAME	7.5757575758
UniRef90_I9FX09: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.5757575758
UniRef90_R6HKR1: NO_NAME	7.5757575758
UniRef90_R6HKR1: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.5757575758
UniRef90_R7P030: NO_NAME	7.5757575758
UniRef90_R7P030: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.5757575758
UniRef90_R9HMC4: NO_NAME	7.5757575758
UniRef90_R9HMC4: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.5757575758
UniRef90_R9HNK6: NO_NAME	7.5757575758
UniRef90_R9HNK6: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.5757575758
UniRef90_R9HVL1: NO_NAME	7.5757575758
UniRef90_R9HVL1: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.5757575758
UniRef90_A6L106: NO_NAME	7.5755345560
UniRef90_A6L106: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	3.9447731755
UniRef90_A6L106: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	3.6307613805
UniRef90_F0R2Z4: 30S ribosomal protein S4	7.5727889024
UniRef90_F0R2Z4: 30S ribosomal protein S4|g__Bacteroides.s__Bacteroides_vulgatus	3.9447731755
UniRef90_F0R2Z4: 30S ribosomal protein S4|g__Bacteroides.s__Bacteroides_dorei	3.6280157268
UniRef90_A6L0D8: Propionyl-CoA carboxylase beta chain	7.5339959455
UniRef90_A6L0D8: Propionyl-CoA carboxylase beta chain|g__Bacteroides.s__Bacteroides_vulgatus	6.1324542496
UniRef90_A6L0D8: Propionyl-CoA carboxylase beta chain|g__Bacteroides.s__Bacteroides_dorei	1.4015416959
UniRef90_A6L239: UPF0597 protein BVU_2091	7.5187969925
UniRef90_A6L239: UPF0597 protein BVU_2091|g__Bacteroides.s__Bacteroides_dorei	4.1771094403
UniRef90_A6L239: UPF0597 protein BVU_2091|g__Bacteroides.s__Bacteroides_vulgatus	3.3416875522
UniRef90_C3Q269: NO_NAME	7.5187969925
UniRef90_C3Q269: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.5187969925
UniRef90_R7NZX1: NO_NAME	7.5187969925
UniRef90_R7NZX1: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	5.0125313283
UniRef90_R7NZX1: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	2.5062656642
UniRef90_R9HCG2: NO_NAME	7.5187969925
UniRef90_R9HCG2: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.5187969925
UniRef90_A6KXD9: 3-oxoacyl-[acyl-carrier protein] reductase	7.5169255277
UniRef90_A6KXD9: 3-oxoacyl-[acyl-carrier protein] reductase|g__Bacteroides.s__Bacteroides_dorei	4.4305057746
UniRef90_A6KXD9: 3-oxoacyl-[acyl-carrier protein] reductase|g__Bacteroides.s__Bacteroides_vulgatus	3.0864197531
UniRef90_I9J606: NO_NAME	7.5075075075
UniRef90_I9J606: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	4.5045045045
UniRef90_I9J606: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	3.0030030030
UniRef90_Q8A1A1: L-rhamnose/H+ symporter	7.5037776639
UniRef90_Q8A1A1: L-rhamnose/H+ symporter|g__Bacteroides.s__Bacteroides_vulgatus	4.2464486737
UniRef90_Q8A1A1: L-rhamnose/H+ symporter|g__Bacteroides.s__Bacteroides_dorei	3.2573289902
UniRef90_R6HWB3: Isochorismate synthase EntC	7.4938021185
UniRef90_R6HWB3: Isochorismate synthase EntC|g__Bacteroides.s__Bacteroides_dorei	6.5359477124
UniRef90_R6HWB3: Isochorismate synthase EntC|g__Bacteroides.s__Bacteroides_vulgatus	0.9578544061
UniRef90_R7P463: NO_NAME	7.4906367041
UniRef90_R7P463: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.4906367041
UniRef90_R9HY32: NO_NAME	7.4906367041
UniRef90_R9HY32: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.4906367041
UniRef90_I9FBU4: NO_NAME	7.4906367041
UniRef90_I9FBU4: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.4906367041
UniRef90_I9PII1: Conjugative transposon TraN protein	7.4906367041
UniRef90_I9PII1: Conjugative transposon TraN protein|g__Bacteroides.s__Bacteroides_vulgatus	7.4906367041
UniRef90_A6KWP0: Glycoside hydrolase family 28	7.4872776742
UniRef90_A6KWP0: Glycoside hydrolase family 28|g__Bacteroides.s__Bacteroides_dorei	5.2417661779
UniRef90_A6KWP0: Glycoside hydrolase family 28|g__Bacteroides.s__Bacteroides_vulgatus	2.2455114963
UniRef90_A6KWL5: Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	7.4738415546
UniRef90_A6KWL5: Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase|g__Bacteroides.s__Bacteroides_vulgatus	4.4843049327
UniRef90_A6KWL5: Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase|g__Bacteroides.s__Bacteroides_dorei	2.9895366218
UniRef90_I8VNZ4: NO_NAME	7.4631021999
UniRef90_I8VNZ4: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.4631021999
UniRef90_A6L0G4: NO_NAME	7.4626865672
UniRef90_A6L0G4: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	4.9751243781
UniRef90_A6L0G4: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	2.4875621891
UniRef90_A6L4M2: ATP synthase subunit b	7.4626865672
UniRef90_A6L4M2: ATP synthase subunit b|g__Bacteroides.s__Bacteroides_vulgatus	4.9751243781
UniRef90_A6L4M2: ATP synthase subunit b|g__Bacteroides.s__Bacteroides_dorei	2.4875621891
UniRef90_A6LAD7: NO_NAME	7.4487895717
UniRef90_A6LAD7: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.4487895717
UniRef90_R6HVK4: Sugar porter (SP) family MFS transporter	7.4371916048
UniRef90_R6HVK4: Sugar porter (SP) family MFS transporter|g__Bacteroides.s__Bacteroides_dorei	4.4543429844
UniRef90_R6HVK4: Sugar porter (SP) family MFS transporter|g__Bacteroides.s__Bacteroides_vulgatus	2.9828486204
UniRef90_A6L641: Carboxynorspermidine decarboxylase	7.4333551510
UniRef90_A6L641: Carboxynorspermidine decarboxylase|g__Bacteroides.s__Bacteroides_vulgatus	5.5554208787
UniRef90_A6L641: Carboxynorspermidine decarboxylase|g__Bacteroides.s__Bacteroides_dorei	1.8779342723
UniRef90_A6L445: Integrase protein	7.4309978769
UniRef90_A6L445: Integrase protein|g__Bacteroides.s__Bacteroides_dorei	7.4309978769
UniRef90_R9HLB4: NO_NAME	7.4214545641
UniRef90_R9HLB4: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.4214545641
UniRef90_A6L211: Chorismate mutase/prephenate dehydratase	7.4074074074
UniRef90_A6L211: Chorismate mutase/prephenate dehydratase|g__Bacteroides.s__Bacteroides_dorei	7.4074074074
UniRef90_A6L748: NO_NAME	7.4074074074
UniRef90_A6L748: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	4.9382716049
UniRef90_A6L748: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	2.4691358025
UniRef90_C3Q517: NO_NAME	7.4074074074
UniRef90_C3Q517: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.4074074074
UniRef90_F0QZ60: NO_NAME	7.4074074074
UniRef90_F0QZ60: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.4074074074
UniRef90_I8W2J7: NO_NAME	7.4074074074
UniRef90_I8W2J7: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.4074074074
UniRef90_R6HHI9: NO_NAME	7.4074074074
UniRef90_R6HHI9: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.4074074074
UniRef90_A6KWT2: Tyrosine type site-specific recombinase	7.3868882733
UniRef90_A6KWT2: Tyrosine type site-specific recombinase|g__Bacteroides.s__Bacteroides_vulgatus	6.4635272392
UniRef90_A6KWT2: Tyrosine type site-specific recombinase|g__Bacteroides.s__Bacteroides_dorei	0.9233610342
UniRef90_A6L173: Trk system K+ uptake protein TrkH	7.3746312684
UniRef90_A6L173: Trk system K+ uptake protein TrkH|g__Bacteroides.s__Bacteroides_vulgatus	4.4247787611
UniRef90_A6L173: Trk system K+ uptake protein TrkH|g__Bacteroides.s__Bacteroides_dorei	2.9498525074
UniRef90_A6L3I9: Probable dual-specificity RNA methyltransferase RlmN	7.3551733696
UniRef90_A6L3I9: Probable dual-specificity RNA methyltransferase RlmN|g__Bacteroides.s__Bacteroides_vulgatus	4.2060988433
UniRef90_A6L3I9: Probable dual-specificity RNA methyltransferase RlmN|g__Bacteroides.s__Bacteroides_dorei	3.1490745263
UniRef90_R6D9R8: Signal recognition particle protein	7.3529411765
UniRef90_R6D9R8: Signal recognition particle protein|g__Bacteroides.s__Bacteroides_vulgatus	4.0849673203
UniRef90_R6D9R8: Signal recognition particle protein|g__Bacteroides.s__Bacteroides_dorei	3.2679738562
UniRef90_Q64S75: Serine type site-specific recombinase	7.3260073260
UniRef90_Q64S75: Serine type site-specific recombinase|g__Bacteroides.s__Bacteroides_dorei	7.3260073260
UniRef90_Q8A8P0: Mobilization protein BmgB	7.3260073260
UniRef90_Q8A8P0: Mobilization protein BmgB|g__Bacteroides.s__Bacteroides_dorei	7.3260073260
UniRef90_R6HY46: NO_NAME	7.3260073260
UniRef90_R6HY46: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	3.6630036630
UniRef90_R6HY46: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	3.6630036630
UniRef90_R6HWR2: NO_NAME	7.3093364080
UniRef90_R6HWR2: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	4.7386423206
UniRef90_R6HWR2: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	2.5706940874
UniRef90_Q8A4S9: N5-carboxyaminoimidazole ribonucleotide mutase	7.2992700730
UniRef90_Q8A4S9: N5-carboxyaminoimidazole ribonucleotide mutase|g__Bacteroides.s__Bacteroides_vulgatus	4.8661800487
UniRef90_Q8A4S9: N5-carboxyaminoimidazole ribonucleotide mutase|g__Bacteroides.s__Bacteroides_dorei	2.4330900243
UniRef90_R6HQU8: NO_NAME	7.2860517231
UniRef90_R6HQU8: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	5.1763470817
UniRef90_R6HQU8: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	2.1097046414
UniRef90_I9PJ79: NO_NAME	7.2859744991
UniRef90_I9PJ79: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.2859744991
UniRef90_A6L7N6: NO_NAME	7.2843822844
UniRef90_A6L7N6: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	5.6818181818
UniRef90_A6L7N6: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	1.6025641026
UniRef90_A6L3J7: Fucose permease	7.2661217075
UniRef90_A6L3J7: Fucose permease|g__Bacteroides.s__Bacteroides_dorei	3.6330608538
UniRef90_A6L3J7: Fucose permease|g__Bacteroides.s__Bacteroides_vulgatus	3.6330608538
UniRef90_R6HI26: NO_NAME	7.2465908531
UniRef90_R6HI26: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.2465908531
UniRef90_A6L3W8: Glycoside hydrolase family 28, candidate polygalacturonase	7.2463768116
UniRef90_A6L3W8: Glycoside hydrolase family 28, candidate polygalacturonase|g__Bacteroides.s__Bacteroides_vulgatus	4.0257648953
UniRef90_A6L3W8: Glycoside hydrolase family 28, candidate polygalacturonase|g__Bacteroides.s__Bacteroides_dorei	3.2206119163
UniRef90_R6HY02: NO_NAME	7.2463768116
UniRef90_R6HY02: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	4.8309178744
UniRef90_R6HY02: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	2.4154589372
UniRef90_R9HQP6: NO_NAME	7.2463768116
UniRef90_R9HQP6: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.2463768116
UniRef90_C3RD71: DNA binding domain, excisionase family	7.2463768116
UniRef90_C3RD71: DNA binding domain, excisionase family|g__Bacteroides.s__Bacteroides_vulgatus	7.2463768116
UniRef90_I9F9A4: NO_NAME	7.2463768116
UniRef90_I9F9A4: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.2463768116
UniRef90_R6IK81: Redox-active disulfide protein 2	7.2463768116
UniRef90_R6IK81: Redox-active disulfide protein 2|g__Bacteroides.s__Bacteroides_dorei	7.2463768116
UniRef90_R7P1X6: NO_NAME	7.2463768116
UniRef90_R7P1X6: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.2463768116
UniRef90_R9H1R7: Excisionase family DNA binding domain-containing protein	7.2463768116
UniRef90_R9H1R7: Excisionase family DNA binding domain-containing protein|g__Bacteroides.s__Bacteroides_vulgatus	7.2463768116
UniRef90_R9HNE3: NO_NAME	7.2463768116
UniRef90_R9HNE3: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.2463768116
UniRef90_A6L236: NO_NAME	7.2438403049
UniRef90_A6L236: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	5.4223466801
UniRef90_A6L236: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	1.8214936248
UniRef90_A6L432: Outer membrane efflux protein	7.2289156627
UniRef90_A6L432: Outer membrane efflux protein|g__Bacteroides.s__Bacteroides_vulgatus	5.6224899598
UniRef90_A6L432: Outer membrane efflux protein|g__Bacteroides.s__Bacteroides_dorei	1.6064257028
UniRef90_R6HM85: NO_NAME	7.2237567394
UniRef90_R6HM85: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	5.2722940945
UniRef90_R6HM85: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	1.9514626448
UniRef90_A6L7R9: NO_NAME	7.2202166065
UniRef90_A6L7R9: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.2202166065
UniRef90_R6HHI3: Proton-translocating NADH-quinone oxidoreductase chain L	7.2059317758
UniRef90_R6HHI3: Proton-translocating NADH-quinone oxidoreductase chain L|g__Bacteroides.s__Bacteroides_dorei	4.9874070947
UniRef90_R6HHI3: Proton-translocating NADH-quinone oxidoreductase chain L|g__Bacteroides.s__Bacteroides_vulgatus	2.2185246811
UniRef90_A6KX02: AcrA/AcrE family multidrug resistance protein	7.1877807727
UniRef90_A6KX02: AcrA/AcrE family multidrug resistance protein|g__Bacteroides.s__Bacteroides_dorei	3.5938903863
UniRef90_A6KX02: AcrA/AcrE family multidrug resistance protein|g__Bacteroides.s__Bacteroides_vulgatus	3.5938903863
UniRef90_F0R8Z6: Bacteroides conjugative transposon TraM protein	7.1770334928
UniRef90_F0R8Z6: Bacteroides conjugative transposon TraM protein|g__Bacteroides.s__Bacteroides_vulgatus	5.5821371611
UniRef90_F0R8Z6: Bacteroides conjugative transposon TraM protein|g__Bacteroides.s__Bacteroides_dorei	1.5948963317
UniRef90_R7P1C9: Ferritin A	7.1769343317
UniRef90_R7P1C9: Ferritin A|g__Bacteroides.s__Bacteroides_vulgatus	5.0979322527
UniRef90_R7P1C9: Ferritin A|g__Bacteroides.s__Bacteroides_dorei	2.0790020790
UniRef90_A6L4G2: Lactoylglutathione lyase	7.1684587814
UniRef90_A6L4G2: Lactoylglutathione lyase|g__Bacteroides.s__Bacteroides_vulgatus	7.1684587814
UniRef90_R6IEL1: NO_NAME	7.1684587814
UniRef90_R6IEL1: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.1684587814
UniRef90_R7ECL2: NO_NAME	7.1684587814
UniRef90_R7ECL2: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.1684587814
UniRef90_C3Q1B3: NO_NAME	7.1492403932
UniRef90_C3Q1B3: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	5.3619302949
UniRef90_C3Q1B3: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	1.7873100983
UniRef90_U2CVX4: Divergent AAA domain protein	7.1377587438
UniRef90_U2CVX4: Divergent AAA domain protein|g__Bacteroides.s__Bacteroides_dorei	7.1377587438
UniRef90_R6IK75: Choloylglycine hydrolase	7.1185800604
UniRef90_R6IK75: Choloylglycine hydrolase|g__Bacteroides.s__Bacteroides_vulgatus	5.0352467271
UniRef90_R6IK75: Choloylglycine hydrolase|g__Bacteroides.s__Bacteroides_dorei	2.0833333333
UniRef90_C3Q007: NO_NAME	7.0921985816
UniRef90_C3Q007: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.0921985816
UniRef90_C3R6S7: NO_NAME	7.0921985816
UniRef90_C3R6S7: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.0921985816
UniRef90_C6ZAZ8: NO_NAME	7.0921985816
UniRef90_C6ZAZ8: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.0921985816
UniRef90_D1JXI7: NO_NAME	7.0921985816
UniRef90_D1JXI7: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.0921985816
UniRef90_I9UIP8: NO_NAME	7.0921985816
UniRef90_I9UIP8: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.0921985816
UniRef90_Q64S87: NO_NAME	7.0921985816
UniRef90_Q64S87: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.0921985816
UniRef90_R6HIA6: NO_NAME	7.0921985816
UniRef90_R6HIA6: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.0921985816
UniRef90_R7P0C0: NO_NAME	7.0733863837
UniRef90_R7P0C0: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	6.1892130858
UniRef90_R7P0C0: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	0.8841732980
UniRef90_A6L7A5: Glycosyltransferase family 2	7.0671378092
UniRef90_A6L7A5: Glycosyltransferase family 2|g__Bacteroides.s__Bacteroides_dorei	4.7114252061
UniRef90_A6L7A5: Glycosyltransferase family 2|g__Bacteroides.s__Bacteroides_vulgatus	2.3557126031
UniRef90_D6D2V9: Site-specific recombinase XerD	7.0656372751
UniRef90_D6D2V9: Site-specific recombinase XerD|g__Bacteroides.s__Bacteroides_dorei	7.0656372751
UniRef90_E1WT36: NO_NAME	7.0621468927
UniRef90_E1WT36: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.0621468927
UniRef90_A6L628: NO_NAME	7.0593772061
UniRef90_A6L628: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	5.4644808743
UniRef90_A6L628: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	1.5948963317
UniRef90_E6SQG4: CRISPR-associated exonuclease, Cas4 family	7.0546737213
UniRef90_E6SQG4: CRISPR-associated exonuclease, Cas4 family|g__Bacteroides.s__Bacteroides_dorei	3.5273368607
UniRef90_E6SQG4: CRISPR-associated exonuclease, Cas4 family|g__Bacteroides.s__Bacteroides_vulgatus	3.5273368607
UniRef90_R6HL00: NO_NAME	7.0546737213
UniRef90_R6HL00: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.0546737213
UniRef90_A6L729: Electron transport complex protein RnfB	7.0340751762
UniRef90_A6L729: Electron transport complex protein RnfB|g__Bacteroides.s__Bacteroides_vulgatus	4.6783625731
UniRef90_A6L729: Electron transport complex protein RnfB|g__Bacteroides.s__Bacteroides_dorei	2.3557126031
UniRef90_A6KX40: NO_NAME	7.0175438596
UniRef90_A6KX40: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	3.5087719298
UniRef90_A6KX40: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	3.5087719298
UniRef90_A6L6W9: NO_NAME	7.0175438596
UniRef90_A6L6W9: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.0175438596
UniRef90_A6L707: NO_NAME	7.0175438596
UniRef90_A6L707: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.0175438596
UniRef90_F3PGZ6: NO_NAME	7.0175438596
UniRef90_F3PGZ6: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.0175438596
UniRef90_Q8ABW1: NO_NAME	7.0175438596
UniRef90_Q8ABW1: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	7.0175438596
UniRef90_R6HTM4: NO_NAME	7.0175438596
UniRef90_R6HTM4: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	7.0175438596
UniRef90_A6L5F2: NO_NAME	7.0070070070
UniRef90_A6L5F2: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	5.0050050050
UniRef90_A6L5F2: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	2.0020020020
UniRef90_A6L3K1: NO_NAME	6.9930069930
UniRef90_A6L3K1: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	4.6620046620
UniRef90_A6L3K1: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	2.3310023310
UniRef90_R9HL06: NO_NAME	6.9808027923
UniRef90_R9HL06: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	6.9808027923
UniRef90_R6HM03: NO_NAME	6.9808027923
UniRef90_R6HM03: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	4.6538685282
UniRef90_R6HM03: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	2.3269342641
UniRef90_A6KY25: Transcriptional regulator	6.9735006974
UniRef90_A6KY25: Transcriptional regulator|g__Bacteroides.s__Bacteroides_vulgatus	6.9735006974
UniRef90_R6HXD0: NO_NAME	6.9686411150
UniRef90_R6HXD0: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	6.9686411150
UniRef90_A6L1A7: 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	6.9606319606
UniRef90_A6L1A7: 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase|g__Bacteroides.s__Bacteroides_vulgatus	6.9606319606
UniRef90_A6KXJ4: ATP-dependent Clp protease ATP-binding subunit ClpX	6.9444444444
UniRef90_A6KXJ4: ATP-dependent Clp protease ATP-binding subunit ClpX|g__Bacteroides.s__Bacteroides_dorei	3.4722222222
UniRef90_A6KXJ4: ATP-dependent Clp protease ATP-binding subunit ClpX|g__Bacteroides.s__Bacteroides_vulgatus	3.4722222222
UniRef90_A6L4I4: NO_NAME	6.9444444444
UniRef90_A6L4I4: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	6.9444444444
UniRef90_A6L516: Phosphoglycerate mutase	6.9444444444
UniRef90_A6L516: Phosphoglycerate mutase|g__Bacteroides.s__Bacteroides_dorei	4.6296296296
UniRef90_A6L516: Phosphoglycerate mutase|g__Bacteroides.s__Bacteroides_vulgatus	2.3148148148
UniRef90_C3QQT9: DNA binding domain, excisionase family	6.9444444444
UniRef90_C3QQT9: DNA binding domain, excisionase family|g__Bacteroides.s__Bacteroides_dorei	6.9444444444
UniRef90_C6ZBQ4: NO_NAME	6.9444444444
UniRef90_C6ZBQ4: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	6.9444444444
UniRef90_D1KAK7: NO_NAME	6.9444444444
UniRef90_D1KAK7: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	6.9444444444
UniRef90_I8VKH1: NO_NAME	6.9444444444
UniRef90_I8VKH1: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	6.9444444444
UniRef90_I8VW04: NO_NAME	6.9444444444
UniRef90_I8VW04: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	6.9444444444
UniRef90_I9ITD1: NO_NAME	6.9444444444
UniRef90_I9ITD1: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	6.9444444444
UniRef90_I9QI28: NO_NAME	6.9444444444
UniRef90_I9QI28: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	6.9444444444
UniRef90_R5U8C1: NO_NAME	6.9444444444
UniRef90_R5U8C1: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	6.9444444444
UniRef90_R6HY29: NO_NAME	6.9444444444
UniRef90_R6HY29: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	4.6296296296
UniRef90_R6HY29: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	2.3148148148
UniRef90_R6HZ68: NO_NAME	6.9444444444
UniRef90_R6HZ68: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	6.9444444444
UniRef90_R6IJC8: NO_NAME	6.9444444444
UniRef90_R6IJC8: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	4.6296296296
UniRef90_R6IJC8: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	2.3148148148
UniRef90_R7P0S1: NO_NAME	6.9444444444
UniRef90_R7P0S1: NO_NAME|g__Bacteroides.s__Bacteroides_vulgatus	6.9444444444
UniRef90_A6L5F7: BatE, TRP domain containing protein	6.9444444444
UniRef90_A6L5F7: BatE, TRP domain containing protein|g__Bacteroides.s__Bacteroides_dorei	4.1666666667
UniRef90_A6L5F7: BatE, TRP domain containing protein|g__Bacteroides.s__Bacteroides_vulgatus	2.7777777778
UniRef90_R6HN63: NO_NAME	6.9358178054
UniRef90_R6HN63: NO_NAME|g__Bacteroides.s__Bacteroides_dorei	5.5555555556
