# Gene Family	demo_Abundance-RPKs
UniRef90_R6S216|g__Bacteroides.s__Bacteroides_dorei	252.681
UniRef90_C3R9Y1	252.663
UniRef90_C3R9Y1|g__Bacteroides.s__Bacteroides_dorei	252.663
UniRef90_A6LAD4	252.47
UniRef90_A6LAD4|g__Bacteroides.s__Bacteroides_vulgatus	126.577
UniRef90_A6LAD4|g__Bacteroides.s__Bacteroides_dorei	125.893
UniRef90_A6KZK1	252.328
UniRef90_A6KZK1|g__Bacteroides.s__Bacteroides_vulgatus	252.328
UniRef90_A6L3H0	252.328
UniRef90_A6L3H0|g__Bacteroides.s__Bacteroides_dorei	126.164
UniRef90_A6L3H0|g__Bacteroides.s__Bacteroides_vulgatus	126.164
UniRef90_C3RBC6	252.328
UniRef90_C3RBC6|g__Bacteroides.s__Bacteroides_dorei	126.164
UniRef90_C3RBC6|g__Bacteroides.s__Bacteroides_vulgatus	126.164
UniRef90_E2N7L9	252.328
UniRef90_E2N7L9|g__Bacteroides.s__Bacteroides_dorei	252.328
UniRef90_E5X0D4	252.328
UniRef90_E5X0D4|g__Bacteroides.s__Bacteroides_dorei	252.328
UniRef90_I8VT13	252.328
UniRef90_I8VT13|g__Bacteroides.s__Bacteroides_dorei	252.328
UniRef90_I8WZV0	252.328
UniRef90_I8WZV0|g__Bacteroides.s__Bacteroides_dorei	252.328
UniRef90_Q64SG2	252.328
UniRef90_Q64SG2|g__Bacteroides.s__Bacteroides_dorei	252.328
UniRef90_R6HTT4	252.328
UniRef90_R6HTT4|g__Bacteroides.s__Bacteroides_dorei	252.328
UniRef90_R9HCN7	252.328
UniRef90_R9HCN7|g__Bacteroides.s__Bacteroides_vulgatus	252.328
UniRef90_A0A015WJ01	252.328
UniRef90_A0A015WJ01|g__Bacteroides.s__Bacteroides_vulgatus	252.328
UniRef90_A6L6T7	252.328
UniRef90_A6L6T7|g__Bacteroides.s__Bacteroides_dorei	252.328
UniRef90_R6I061	252.328
UniRef90_R6I061|g__Bacteroides.s__Bacteroides_vulgatus	151.397
UniRef90_R6I061|g__Bacteroides.s__Bacteroides_dorei	100.931
UniRef90_R6I182	251.853
UniRef90_R6I182|g__Bacteroides.s__Bacteroides_dorei	168.542
UniRef90_R6I182|g__Bacteroides.s__Bacteroides_vulgatus	83.3114
UniRef90_C6ZA46	251.366
UniRef90_C6ZA46|g__Bacteroides.s__Bacteroides_vulgatus	167.737
UniRef90_C6ZA46|g__Bacteroides.s__Bacteroides_dorei	83.6288
UniRef90_A6L659	251.245
UniRef90_A6L659|g__Bacteroides.s__Bacteroides_vulgatus	188.434
UniRef90_A6L659|g__Bacteroides.s__Bacteroides_dorei	62.8113
UniRef90_A6KX31	250.773
UniRef90_A6KX31|g__Bacteroides.s__Bacteroides_vulgatus	200.824
UniRef90_A6KX31|g__Bacteroides.s__Bacteroides_dorei	49.9489
UniRef90_A6LIN3	250.759
UniRef90_A6LIN3|g__Bacteroides.s__Bacteroides_vulgatus	140.722
UniRef90_A6LIN3|g__Bacteroides.s__Bacteroides_dorei	110.038
UniRef90_C3Q2M8	250.172
UniRef90_C3Q2M8|g__Bacteroides.s__Bacteroides_dorei	250.172
UniRef90_I9G2F4	250.172
UniRef90_I9G2F4|g__Bacteroides.s__Bacteroides_dorei	250.172
UniRef90_R7P119	250.172
UniRef90_R7P119|g__Bacteroides.s__Bacteroides_vulgatus	250.172
UniRef90_R9HY24	250.172
UniRef90_R9HY24|g__Bacteroides.s__Bacteroides_vulgatus	250.172
UniRef90_R6HGN8	249.107
UniRef90_R6HGN8|g__Bacteroides.s__Bacteroides_dorei	186.83
UniRef90_R6HGN8|g__Bacteroides.s__Bacteroides_vulgatus	62.2768
UniRef90_R7P6C4	248.718
UniRef90_R7P6C4|g__Bacteroides.s__Bacteroides_dorei	141.893
UniRef90_R7P6C4|g__Bacteroides.s__Bacteroides_vulgatus	106.825
UniRef90_D4KV26	248.578
UniRef90_D4KV26|g__Bacteroides.s__Bacteroides_dorei	248.578
UniRef90_A6KXN1	248.051
UniRef90_A6KXN1|g__Bacteroides.s__Bacteroides_dorei	124.026
UniRef90_A6KXN1|g__Bacteroides.s__Bacteroides_vulgatus	124.026
UniRef90_A6L167	248.051
UniRef90_A6L167|g__Bacteroides.s__Bacteroides_dorei	248.051
UniRef90_A6L4R6	248.051
UniRef90_A6L4R6|g__Bacteroides.s__Bacteroides_vulgatus	248.051
UniRef90_B6VYK9	248.051
UniRef90_B6VYK9|g__Bacteroides.s__Bacteroides_dorei	248.051
UniRef90_B6W0Y8	248.051
UniRef90_B6W0Y8|g__Bacteroides.s__Bacteroides_dorei	248.051
UniRef90_I9E8U1	248.051
UniRef90_I9E8U1|g__Bacteroides.s__Bacteroides_vulgatus	248.051
UniRef90_I9QQQ0	248.051
UniRef90_I9QQQ0|g__Bacteroides.s__Bacteroides_dorei	248.051
UniRef90_K5ZDR7	248.051
UniRef90_K5ZDR7|g__Bacteroides.s__Bacteroides_vulgatus	248.051
UniRef90_Q64SG1	248.051
UniRef90_Q64SG1|g__Bacteroides.s__Bacteroides_dorei	248.051
UniRef90_R6HR64	248.051
UniRef90_R6HR64|g__Bacteroides.s__Bacteroides_dorei	248.051
UniRef90_R6HU12	248.051
UniRef90_R6HU12|g__Bacteroides.s__Bacteroides_dorei	248.051
UniRef90_R6HV80	248.051
UniRef90_R6HV80|g__Bacteroides.s__Bacteroides_vulgatus	186.039
UniRef90_R6HV80|g__Bacteroides.s__Bacteroides_dorei	62.0129
UniRef90_R7NYX9	248.051
UniRef90_R7NYX9|g__Bacteroides.s__Bacteroides_vulgatus	248.051
UniRef90_UPI00046E868E	248.051
UniRef90_UPI00046E868E|g__Bacteroides.s__Bacteroides_dorei	248.051
UniRef90_A6L381	248.051
UniRef90_A6L381|g__Bacteroides.s__Bacteroides_vulgatus	206.71
UniRef90_A6L381|g__Bacteroides.s__Bacteroides_dorei	41.3419
UniRef90_A6L081	247.954
UniRef90_A6L081|g__Bacteroides.s__Bacteroides_vulgatus	198.175
UniRef90_A6L081|g__Bacteroides.s__Bacteroides_dorei	49.779
UniRef90_A6KZA1	247.383
UniRef90_A6KZA1|g__Bacteroides.s__Bacteroides_dorei	148.831
UniRef90_A6KZA1|g__Bacteroides.s__Bacteroides_vulgatus	98.5524
UniRef90_R7J4Q3	247.369
UniRef90_R7J4Q3|g__Bacteroides.s__Bacteroides_dorei	163.978
UniRef90_R7J4Q3|g__Bacteroides.s__Bacteroides_vulgatus	83.3905
UniRef90_R6HYK5	247.353
UniRef90_R6HYK5|g__Bacteroides.s__Bacteroides_vulgatus	247.353
UniRef90_A6KZ66	247.005
UniRef90_A6KZ66|g__Bacteroides.s__Bacteroides_dorei	123.502
UniRef90_A6KZ66|g__Bacteroides.s__Bacteroides_vulgatus	123.502
UniRef90_R6HY65	247.005
UniRef90_R6HY65|g__Bacteroides.s__Bacteroides_dorei	247.005
UniRef90_A6L0W9	246.856
UniRef90_A6L0W9|g__Bacteroides.s__Bacteroides_dorei	176.326
UniRef90_A6L0W9|g__Bacteroides.s__Bacteroides_vulgatus	70.5303
UniRef90_A6L3I2	246.658
UniRef90_A6L3I2|g__Bacteroides.s__Bacteroides_dorei	246.658
UniRef90_D4VCH6	246.658
UniRef90_D4VCH6|g__Bacteroides.s__Bacteroides_dorei	123.329
UniRef90_D4VCH6|g__Bacteroides.s__Bacteroides_vulgatus	123.329
UniRef90_I9QNA6	246.658
UniRef90_I9QNA6|g__Bacteroides.s__Bacteroides_dorei	246.658
UniRef90_A6KZR2	245.967
UniRef90_A6KZR2|g__Bacteroides.s__Bacteroides_vulgatus	245.967
UniRef90_A6L2J3	245.967
UniRef90_A6L2J3|g__Bacteroides.s__Bacteroides_dorei	122.984
UniRef90_A6L2J3|g__Bacteroides.s__Bacteroides_vulgatus	122.984
UniRef90_A6L6Y5	245.967
UniRef90_A6L6Y5|g__Bacteroides.s__Bacteroides_dorei	245.967
UniRef90_A6L393	245.967
UniRef90_A6L393|g__Bacteroides.s__Bacteroides_dorei	122.984
UniRef90_A6L393|g__Bacteroides.s__Bacteroides_vulgatus	122.984
UniRef90_R7NU90	245.967
UniRef90_R7NU90|g__Bacteroides.s__Bacteroides_dorei	122.984
UniRef90_R7NU90|g__Bacteroides.s__Bacteroides_vulgatus	122.984
UniRef90_R6HXS3	245.554
UniRef90_R6HXS3|g__Bacteroides.s__Bacteroides_vulgatus	147.333
UniRef90_R6HXS3|g__Bacteroides.s__Bacteroides_dorei	98.2217
UniRef90_E5VD80	245.295
UniRef90_E5VD80|g__Bacteroides.s__Bacteroides_vulgatus	245.295
UniRef90_A6L1D2	245.281
UniRef90_A6L1D2|g__Bacteroides.s__Bacteroides_dorei	163.749
UniRef90_A6L1D2|g__Bacteroides.s__Bacteroides_vulgatus	81.5322
UniRef90_R6HXE9	245.28
UniRef90_R6HXE9|g__Bacteroides.s__Bacteroides_vulgatus	163.52
UniRef90_R6HXE9|g__Bacteroides.s__Bacteroides_dorei	81.76
UniRef90_R7P4N9	245.28
UniRef90_R7P4N9|g__Bacteroides.s__Bacteroides_dorei	245.28
UniRef90_R9HCJ6	245.28
UniRef90_R9HCJ6|g__Bacteroides.s__Bacteroides_vulgatus	245.28
UniRef90_D4V985	245.084
UniRef90_D4V985|g__Bacteroides.s__Bacteroides_vulgatus	245.084
UniRef90_A6L6D0	245.031
UniRef90_A6L6D0|g__Bacteroides.s__Bacteroides_dorei	178.204
UniRef90_A6L6D0|g__Bacteroides.s__Bacteroides_vulgatus	66.8267
UniRef90_A6L2Q4	244.773
UniRef90_A6L2Q4|g__Bacteroides.s__Bacteroides_vulgatus	135.719
UniRef90_A6L2Q4|g__Bacteroides.s__Bacteroides_dorei	109.054
UniRef90_C3REI2	244.733
UniRef90_C3REI2|g__Bacteroides.s__Bacteroides_vulgatus	146.84
UniRef90_C3REI2|g__Bacteroides.s__Bacteroides_dorei	97.8932
UniRef90_R6HXV7	244.628
UniRef90_R6HXV7|g__Bacteroides.s__Bacteroides_vulgatus	172.177
UniRef90_R6HXV7|g__Bacteroides.s__Bacteroides_dorei	72.4507
UniRef90_R7P407	244.597
UniRef90_R7P407|g__Bacteroides.s__Bacteroides_dorei	163.064
UniRef90_R7P407|g__Bacteroides.s__Bacteroides_vulgatus	81.5322
UniRef90_A6L3R7	243.917
UniRef90_A6L3R7|g__Bacteroides.s__Bacteroides_vulgatus	243.917
UniRef90_A6L0U8	243.917
UniRef90_A6L0U8|g__Bacteroides.s__Bacteroides_vulgatus	243.917
UniRef90_A6L190	243.917
UniRef90_A6L190|g__Bacteroides.s__Bacteroides_vulgatus	243.917
UniRef90_A6L378	243.917
UniRef90_A6L378|g__Bacteroides.s__Bacteroides_dorei	121.959
UniRef90_A6L378|g__Bacteroides.s__Bacteroides_vulgatus	121.959
UniRef90_A6L4S3	243.917
UniRef90_A6L4S3|g__Bacteroides.s__Bacteroides_vulgatus	243.917
UniRef90_A6L6D9	243.917
UniRef90_A6L6D9|g__Bacteroides.s__Bacteroides_dorei	243.917
UniRef90_B6W2Y4	243.917
UniRef90_B6W2Y4|g__Bacteroides.s__Bacteroides_dorei	243.917
UniRef90_C3QUD6	243.917
UniRef90_C3QUD6|g__Bacteroides.s__Bacteroides_dorei	243.917
UniRef90_R5VLI2	243.917
UniRef90_R5VLI2|g__Bacteroides.s__Bacteroides_dorei	243.917
UniRef90_R6HIG0	243.917
UniRef90_R6HIG0|g__Bacteroides.s__Bacteroides_vulgatus	243.917
UniRef90_R6HRT1	243.917
UniRef90_R6HRT1|g__Bacteroides.s__Bacteroides_dorei	182.938
UniRef90_R6HRT1|g__Bacteroides.s__Bacteroides_vulgatus	60.9793
UniRef90_R6HWU5	243.917
UniRef90_R6HWU5|g__Bacteroides.s__Bacteroides_dorei	243.917
UniRef90_R9H4U3	243.917
UniRef90_R9H4U3|g__Bacteroides.s__Bacteroides_vulgatus	243.917
UniRef90_R9HVX9	243.917
UniRef90_R9HVX9|g__Bacteroides.s__Bacteroides_vulgatus	243.917
UniRef90_R6HXM5	243.875
UniRef90_R6HXM5|g__Bacteroides.s__Bacteroides_dorei	135.199
UniRef90_R6HXM5|g__Bacteroides.s__Bacteroides_vulgatus	108.676
UniRef90_R7P0Q1	243.676
UniRef90_R7P0Q1|g__Bacteroides.s__Bacteroides_vulgatus	179.205
UniRef90_R7P0Q1|g__Bacteroides.s__Bacteroides_dorei	64.4715
UniRef90_R6HR76	243.017
UniRef90_R6HR76|g__Bacteroides.s__Bacteroides_dorei	135.01
UniRef90_R6HR76|g__Bacteroides.s__Bacteroides_vulgatus	108.008
UniRef90_R6I138	242.905
UniRef90_R6I138|g__Bacteroides.s__Bacteroides_dorei	242.905
UniRef90_A6L333	242.761
UniRef90_A6L333|g__Bacteroides.s__Bacteroides_dorei	138.721
UniRef90_A6L333|g__Bacteroides.s__Bacteroides_vulgatus	104.041
UniRef90_R6HHB5	242.39
UniRef90_R6HHB5|g__Bacteroides.s__Bacteroides_vulgatus	192.947
UniRef90_R6HHB5|g__Bacteroides.s__Bacteroides_dorei	49.4427
UniRef90_R6IFZ9	242.033
UniRef90_R6IFZ9|g__Bacteroides.s__Bacteroides_dorei	143.481
UniRef90_R6IFZ9|g__Bacteroides.s__Bacteroides_vulgatus	98.5524
UniRef90_A6KYM9	241.901
UniRef90_A6KYM9|g__Bacteroides.s__Bacteroides_dorei	211.664
UniRef90_A6KYM9|g__Bacteroides.s__Bacteroides_vulgatus	30.2377
UniRef90_A6L0U9	241.901
UniRef90_A6L0U9|g__Bacteroides.s__Bacteroides_dorei	120.951
UniRef90_A6L0U9|g__Bacteroides.s__Bacteroides_vulgatus	120.951
UniRef90_A6L4C2	241.901
UniRef90_A6L4C2|g__Bacteroides.s__Bacteroides_dorei	181.426
UniRef90_A6L4C2|g__Bacteroides.s__Bacteroides_vulgatus	60.4754
UniRef90_A6L5D6	241.901
UniRef90_A6L5D6|g__Bacteroides.s__Bacteroides_vulgatus	241.901
UniRef90_R6HHC5	241.901
UniRef90_R6HHC5|g__Bacteroides.s__Bacteroides_dorei	241.901
UniRef90_R6HM60	241.901
UniRef90_R6HM60|g__Bacteroides.s__Bacteroides_dorei	241.901
UniRef90_R7P361	241.901
UniRef90_R7P361|g__Bacteroides.s__Bacteroides_dorei	241.901
UniRef90_A6L052	241.901
UniRef90_A6L052|g__Bacteroides.s__Bacteroides_vulgatus	201.585
UniRef90_A6L052|g__Bacteroides.s__Bacteroides_dorei	40.3169
UniRef90_A6KZJ2	241.616
UniRef90_A6KZJ2|g__Bacteroides.s__Bacteroides_dorei	138.066
UniRef90_A6KZJ2|g__Bacteroides.s__Bacteroides_vulgatus	103.55
UniRef90_E1WRZ4	241.518
UniRef90_E1WRZ4|g__Bacteroides.s__Bacteroides_dorei	241.518
UniRef90_A6KXJ8	241.406
UniRef90_A6KXJ8|g__Bacteroides.s__Bacteroides_dorei	180.679
UniRef90_A6KXJ8|g__Bacteroides.s__Bacteroides_vulgatus	60.7263
UniRef90_R6HSY1	241.277
UniRef90_R6HSY1|g__Bacteroides.s__Bacteroides_dorei	155.692
UniRef90_R6HSY1|g__Bacteroides.s__Bacteroides_vulgatus	85.585
UniRef90_A6L417	241.237
UniRef90_A6L417|g__Bacteroides.s__Bacteroides_dorei	160.825
UniRef90_A6L417|g__Bacteroides.s__Bacteroides_vulgatus	80.4123
UniRef90_A6L673	241.237
UniRef90_A6L673|g__Bacteroides.s__Bacteroides_dorei	120.618
UniRef90_A6L673|g__Bacteroides.s__Bacteroides_vulgatus	120.618
UniRef90_R6HRF1	241.237
UniRef90_R6HRF1|g__Bacteroides.s__Bacteroides_vulgatus	160.825
UniRef90_R6HRF1|g__Bacteroides.s__Bacteroides_dorei	80.4123
UniRef90_R7NW91	240.762
UniRef90_R7NW91|g__Bacteroides.s__Bacteroides_vulgatus	240.762
UniRef90_R7P0Q0	240.708
UniRef90_R7P0Q0|g__Bacteroides.s__Bacteroides_dorei	144.425
UniRef90_R7P0Q0|g__Bacteroides.s__Bacteroides_vulgatus	96.2831
UniRef90_R7NZX3	240.708
UniRef90_R7NZX3|g__Bacteroides.s__Bacteroides_vulgatus	240.708
UniRef90_A6L3B0	239.919
UniRef90_A6L3B0|g__Bacteroides.s__Bacteroides_dorei	137.096
UniRef90_A6L3B0|g__Bacteroides.s__Bacteroides_vulgatus	102.822
UniRef90_A6L042	239.919
UniRef90_A6L042|g__Bacteroides.s__Bacteroides_vulgatus	239.919
UniRef90_A6L3M1	239.919
UniRef90_A6L3M1|g__Bacteroides.s__Bacteroides_vulgatus	239.919
UniRef90_A6L5W2	239.919
UniRef90_A6L5W2|g__Bacteroides.s__Bacteroides_vulgatus	239.919
UniRef90_I8WQL3	239.919
UniRef90_I8WQL3|g__Bacteroides.s__Bacteroides_dorei	239.919
UniRef90_R6HMX8	239.919
UniRef90_R6HMX8|g__Bacteroides.s__Bacteroides_dorei	239.919
UniRef90_R7P2S7	239.919
UniRef90_R7P2S7|g__Bacteroides.s__Bacteroides_dorei	119.959
UniRef90_R7P2S7|g__Bacteroides.s__Bacteroides_vulgatus	119.959
UniRef90_A6KXR9	239.919
UniRef90_A6KXR9|g__Bacteroides.s__Bacteroides_dorei	143.951
UniRef90_A6KXR9|g__Bacteroides.s__Bacteroides_vulgatus	95.9675
UniRef90_A6KY58	239.919
UniRef90_A6KY58|g__Bacteroides.s__Bacteroides_vulgatus	239.919
UniRef90_U6RFL8	239.919
UniRef90_U6RFL8|g__Bacteroides.s__Bacteroides_vulgatus	239.919
UniRef90_A6L100	239.286
UniRef90_A6L100|g__Bacteroides.s__Bacteroides_vulgatus	239.286
UniRef90_E1WWN3	238.939
UniRef90_E1WWN3|g__Bacteroides.s__Bacteroides_dorei	238.939
UniRef90_R7NR90	238.939
UniRef90_R7NR90|g__Bacteroides.s__Bacteroides_dorei	179.205
UniRef90_R7NR90|g__Bacteroides.s__Bacteroides_vulgatus	59.7348
UniRef90_R7P6B2	238.939
UniRef90_R7P6B2|g__Bacteroides.s__Bacteroides_dorei	238.939
UniRef90_E5X0E4	238.612
UniRef90_E5X0E4|g__Bacteroides.s__Bacteroides_dorei	238.612
UniRef90_R7NXY7	238.245
UniRef90_R7NXY7|g__Bacteroides.s__Bacteroides_vulgatus	170.175
UniRef90_R7NXY7|g__Bacteroides.s__Bacteroides_dorei	68.0699
UniRef90_A6KWH0	238.245
UniRef90_A6KWH0|g__Bacteroides.s__Bacteroides_dorei	136.14
UniRef90_A6KWH0|g__Bacteroides.s__Bacteroides_vulgatus	102.105
UniRef90_A6L2D8	237.968
UniRef90_A6L2D8|g__Bacteroides.s__Bacteroides_vulgatus	237.968
UniRef90_R7P0J0	237.968
UniRef90_R7P0J0|g__Bacteroides.s__Bacteroides_vulgatus	237.968
UniRef90_R9H4Q7	237.968
UniRef90_R9H4Q7|g__Bacteroides.s__Bacteroides_vulgatus	237.968
UniRef90_R9HQI4	237.968
UniRef90_R9HQI4|g__Bacteroides.s__Bacteroides_dorei	178.476
UniRef90_R9HQI4|g__Bacteroides.s__Bacteroides_vulgatus	59.492
UniRef90_S3ZHA6	237.968
UniRef90_S3ZHA6|g__Bacteroides.s__Bacteroides_dorei	237.968
UniRef90_R6HMA0	237.543
UniRef90_R6HMA0|g__Bacteroides.s__Bacteroides_vulgatus	163.064
UniRef90_R6HMA0|g__Bacteroides.s__Bacteroides_dorei	74.4786
UniRef90_R6HNT5	237.325
UniRef90_R6HNT5|g__Bacteroides.s__Bacteroides_vulgatus	158.217
UniRef90_R6HNT5|g__Bacteroides.s__Bacteroides_dorei	79.1083
UniRef90_R7NY34	236.526
UniRef90_R7NY34|g__Bacteroides.s__Bacteroides_vulgatus	177.394
UniRef90_R7NY34|g__Bacteroides.s__Bacteroides_dorei	59.1315
UniRef90_D1K7Q5	236.518
UniRef90_D1K7Q5|g__Bacteroides.s__Bacteroides_dorei	236.518
UniRef90_A6L2P9	236.438
UniRef90_A6L2P9|g__Bacteroides.s__Bacteroides_dorei	168.996
UniRef90_A6L2P9|g__Bacteroides.s__Bacteroides_vulgatus	67.4426
UniRef90_A6KZ56	236.049
UniRef90_A6KZ56|g__Bacteroides.s__Bacteroides_vulgatus	236.049
UniRef90_A6L0F9	236.049
UniRef90_A6L0F9|g__Bacteroides.s__Bacteroides_vulgatus	236.049
UniRef90_A6L1N4	236.049
UniRef90_A6L1N4|g__Bacteroides.s__Bacteroides_dorei	118.024
UniRef90_A6L1N4|g__Bacteroides.s__Bacteroides_vulgatus	118.024
UniRef90_A6L6E4	236.049
UniRef90_A6L6E4|g__Bacteroides.s__Bacteroides_dorei	118.024
UniRef90_A6L6E4|g__Bacteroides.s__Bacteroides_vulgatus	118.024
UniRef90_I8VTF8	236.049
UniRef90_I8VTF8|g__Bacteroides.s__Bacteroides_dorei	236.049
UniRef90_I8VUS8	236.049
UniRef90_I8VUS8|g__Bacteroides.s__Bacteroides_dorei	236.049
UniRef90_I9U9A2	236.049
UniRef90_I9U9A2|g__Bacteroides.s__Bacteroides_vulgatus	236.049
UniRef90_R6HM58	236.049
UniRef90_R6HM58|g__Bacteroides.s__Bacteroides_vulgatus	236.049
UniRef90_R7NVQ9	236.049
UniRef90_R7NVQ9|g__Bacteroides.s__Bacteroides_dorei	236.049
UniRef90_R7P1U3	236.049
UniRef90_R7P1U3|g__Bacteroides.s__Bacteroides_dorei	236.049
UniRef90_A6L5K8	235.627
UniRef90_A6L5K8|g__Bacteroides.s__Bacteroides_dorei	183.265
UniRef90_A6L5K8|g__Bacteroides.s__Bacteroides_vulgatus	52.3615
UniRef90_R7P4J6	235.416
UniRef90_R7P4J6|g__Bacteroides.s__Bacteroides_dorei	235.416
UniRef90_A6L4M4	235.101
UniRef90_A6L4M4|g__Bacteroides.s__Bacteroides_vulgatus	146.938
UniRef90_A6L4M4|g__Bacteroides.s__Bacteroides_dorei	88.1629
UniRef90_A6KWT8	234.787
UniRef90_A6KWT8|g__Bacteroides.s__Bacteroides_dorei	182.612
UniRef90_A6KWT8|g__Bacteroides.s__Bacteroides_vulgatus	52.1748
UniRef90_A6KWW6	234.787
UniRef90_A6KWW6|g__Bacteroides.s__Bacteroides_dorei	156.524
UniRef90_A6KWW6|g__Bacteroides.s__Bacteroides_vulgatus	78.2622
UniRef90_R7NX21	234.63
UniRef90_R7NX21|g__Bacteroides.s__Bacteroides_dorei	146.644
UniRef90_R7NX21|g__Bacteroides.s__Bacteroides_vulgatus	87.9862
UniRef90_A6L4P6	234.161
UniRef90_A6L4P6|g__Bacteroides.s__Bacteroides_dorei	234.161
UniRef90_D4V4K6	234.161
UniRef90_D4V4K6|g__Bacteroides.s__Bacteroides_vulgatus	234.161
UniRef90_K5YB38	234.161
UniRef90_K5YB38|g__Bacteroides.s__Bacteroides_vulgatus	234.161
UniRef90_R6HVS5	233.953
UniRef90_R6HVS5|g__Bacteroides.s__Bacteroides_dorei	233.953
UniRef90_A6L702	233.538
UniRef90_A6L702|g__Bacteroides.s__Bacteroides_vulgatus	233.538
UniRef90_I9RD59	233.228
UniRef90_I9RD59|g__Bacteroides.s__Bacteroides_dorei	233.228
UniRef90_A6KYC3	232.896
UniRef90_A6KYC3|g__Bacteroides.s__Bacteroides_dorei	139.381
UniRef90_A6KYC3|g__Bacteroides.s__Bacteroides_vulgatus	93.5146
UniRef90_A6L0G6	232.83
UniRef90_A6L0G6|g__Bacteroides.s__Bacteroides_dorei	133.046
UniRef90_A6L0G6|g__Bacteroides.s__Bacteroides_vulgatus	99.7843
UniRef90_R6HKT1	232.83
UniRef90_R6HKT1|g__Bacteroides.s__Bacteroides_dorei	166.307
UniRef90_R6HKT1|g__Bacteroides.s__Bacteroides_vulgatus	66.5229
UniRef90_A6L2U4	232.719
UniRef90_A6L2U4|g__Bacteroides.s__Bacteroides_vulgatus	121.285
UniRef90_A6L2U4|g__Bacteroides.s__Bacteroides_dorei	111.434
UniRef90_I8VWJ9	232.601
UniRef90_I8VWJ9|g__Bacteroides.s__Bacteroides_dorei	232.601
UniRef90_A6L015	232.317
UniRef90_A6L015|g__Bacteroides.s__Bacteroides_dorei	117.08
UniRef90_A6L015|g__Bacteroides.s__Bacteroides_vulgatus	115.237
UniRef90_A0A015YDI9	232.302
UniRef90_A0A015YDI9|g__Bacteroides.s__Bacteroides_dorei	232.302
UniRef90_A6KXY8	232.302
UniRef90_A6KXY8|g__Bacteroides.s__Bacteroides_dorei	232.302
UniRef90_A6L0Z3	232.302
UniRef90_A6L0Z3|g__Bacteroides.s__Bacteroides_dorei	232.302
UniRef90_I8WKW7	232.302
UniRef90_I8WKW7|g__Bacteroides.s__Bacteroides_dorei	232.302
UniRef90_I9RE93	232.302
UniRef90_I9RE93|g__Bacteroides.s__Bacteroides_dorei	232.302
UniRef90_R6HSK2	232.302
UniRef90_R6HSK2|g__Bacteroides.s__Bacteroides_vulgatus	232.302
UniRef90_R6HW39	232.302
UniRef90_R6HW39|g__Bacteroides.s__Bacteroides_dorei	232.302
UniRef90_R6IFE0	232.302
UniRef90_R6IFE0|g__Bacteroides.s__Bacteroides_dorei	232.302
UniRef90_R6ZJ35	232.302
UniRef90_R6ZJ35|g__Bacteroides.s__Bacteroides_dorei	232.302
UniRef90_R7NYU5	232.302
UniRef90_R7NYU5|g__Bacteroides.s__Bacteroides_vulgatus	147.829
UniRef90_R7NYU5|g__Bacteroides.s__Bacteroides_dorei	84.4735
UniRef90_R9HFV0	232.302
UniRef90_R9HFV0|g__Bacteroides.s__Bacteroides_vulgatus	232.302
UniRef90_A6L2K6	231.972
UniRef90_A6L2K6|g__Bacteroides.s__Bacteroides_vulgatus	150.666
UniRef90_A6L2K6|g__Bacteroides.s__Bacteroides_dorei	81.3058
UniRef90_R6IE38	231.433
UniRef90_R6IE38|g__Bacteroides.s__Bacteroides_vulgatus	117.393
UniRef90_R6IE38|g__Bacteroides.s__Bacteroides_dorei	114.039
UniRef90_A6KYQ6	231.428
UniRef90_A6KYQ6|g__Bacteroides.s__Bacteroides_dorei	162.612
UniRef90_A6KYQ6|g__Bacteroides.s__Bacteroides_vulgatus	68.8168
UniRef90_R6CQT9	231.384
UniRef90_R6CQT9|g__Bacteroides.s__Bacteroides_dorei	115.692
UniRef90_R6CQT9|g__Bacteroides.s__Bacteroides_vulgatus	115.692
UniRef90_R6HG46	231.384
UniRef90_R6HG46|g__Bacteroides.s__Bacteroides_vulgatus	231.384
UniRef90_R6HVM7	231.384
UniRef90_R6HVM7|g__Bacteroides.s__Bacteroides_dorei	231.384
UniRef90_R6HLN3	231.253
UniRef90_R6HLN3|g__Bacteroides.s__Bacteroides_vulgatus	132.145
UniRef90_R6HLN3|g__Bacteroides.s__Bacteroides_dorei	99.1086
UniRef90_Q650E6	230.837
UniRef90_Q650E6|g__Bacteroides.s__Bacteroides_vulgatus	230.837
UniRef90_R7P1R7	230.565
UniRef90_R7P1R7|g__Bacteroides.s__Bacteroides_vulgatus	139.381
UniRef90_R7P1R7|g__Bacteroides.s__Bacteroides_dorei	91.184
UniRef90_A6KWY1	230.473
UniRef90_A6KWY1|g__Bacteroides.s__Bacteroides_dorei	172.855
UniRef90_A6KWY1|g__Bacteroides.s__Bacteroides_vulgatus	57.6183
UniRef90_C6ZB15	230.473
UniRef90_C6ZB15|g__Bacteroides.s__Bacteroides_dorei	230.473
UniRef90_I9R2Q9	230.473
UniRef90_I9R2Q9|g__Bacteroides.s__Bacteroides_dorei	230.473
UniRef90_R6HQI6	230.473
UniRef90_R6HQI6|g__Bacteroides.s__Bacteroides_dorei	115.237
UniRef90_R6HQI6|g__Bacteroides.s__Bacteroides_vulgatus	115.237
UniRef90_A6L427	229.698
UniRef90_A6L427|g__Bacteroides.s__Bacteroides_vulgatus	196.884
